"species","decimalLatitude","decimalLongitude","wc2.1_2.5m_bio_1","wc2.1_2.5m_bio_2","wc2.1_2.5m_bio_5","wc2.1_2.5m_bio_9","wc2.1_2.5m_bio_12","wc2.1_2.5m_bio_15","wc2.1_2.5m_bio_19","wc2.1_2.5m_elev"
"Diaphorina citri",48.8125,28.6458333333333,7.34166669845581,8.83466625213623,23.5799999237061,-2.55266666412354,608,40.2480239868164,107,281
"Diaphorina citri",23.7708333333333,25.3541666666667,21.2729988098145,16.8540000915527,37.5799980163574,26.1333332061768,12,30.1511344909668,2,956
"Diaphorina citri",9.77083333333334,76.9791666666666,22.4449996948242,8.19533348083496,29.076000213623,22.4860000610352,2575,79.208122253418,340,906
"Diaphorina citri",33.0208333333333,-86.6875,16.6828327178955,13.0296669006348,32.4160003662109,21.9246673583984,1466,21.2590637207031,416,187
"Diaphorina citri",-28.5208333333333,-61.8125,20.2403335571289,13.525333404541,33.3400001525879,14.3599996566772,853,63.0356330871582,51,84
"Diaphorina citri",23.1458333333333,39.2291666666667,28.7006664276123,12.9633331298828,40.7960014343262,33.9833335876465,67,96.8213424682617,21,210
"Diaphorina citri",27.5208333333333,101.9375,13.6918334960938,10.6823329925537,23.3360004425049,7.52533340454102,924,93.8106079101562,26,2257
"Diaphorina citri",-17.5208333333333,-46.7291666666667,23.1219997406006,12.5126667022705,30.4160003662109,20.6486663818359,1315,89.8741226196289,41,549
"Diaphorina citri",23.1041666666667,87.6041666666666,26.3716659545898,10.9680004119873,37.1759986877441,20.5626659393311,1242,101.127586364746,33,36
"Diaphorina citri",17.2291666666667,30.6041666666667,27.9663333892822,16.4333343505859,41.5,22.0726661682129,57,202.968185424805,0,382
"Diaphorina citri",-18.1458333333333,36.6458333333333,25.0968341827393,10.642333984375,32.9000015258789,24.0086669921875,1261,71.2080078125,156,6
"Diaphorina citri",27.5625,84.7708333333333,22.0976657867432,11.0699996948242,32.476001739502,16.0206661224365,1938,113.08731842041,51,602
"Diaphorina citri",-17.3541666666667,35.9791666666667,24.1984996795654,12.9563331604004,34.4360008239746,22.1626663208008,899,92.3046112060547,51,217
"Diaphorina citri",54.8125,28.4375,5.64050006866455,7.48966646194458,21.7799987792969,-4.21600008010864,677,30.7678623199463,123,166
"Diaphorina citri",49.9791666666667,10.1458333333333,8.99450016021729,9.3556661605835,24.2639999389648,4.74733352661133,595,16.8057155609131,138,234
"Diaphorina citri",28.1875,-112.770833333333,23.0208339691162,12.1583337783813,36.0999984741211,23.8833332061768,93,86.6443023681641,30,14
"Diaphorina citri",5.0625,39.6041666666667,20.4973335266113,11.1826667785645,29.6319999694824,19.0386657714844,658,103.102401733398,36,1381
"Diaphorina citri",17.9791666666667,19.5208333333333,27.7766666412354,14.6313333511353,40.5,22.4400005340576,16,103.912338256836,0,356
"Diaphorina citri",23.9791666666667,13.0208333333333,22.8731670379639,14.3936672210693,38.5999984741211,23.5726661682129,15,27.625846862793,3,684
"Diaphorina citri",12.8541666666667,-1.52083333333334,27.9633331298828,13.6019992828369,39.4959983825684,25.1940002441406,679,123.168212890625,2,322
"Diaphorina citri",-30.1875,-51.7291666666667,19.1854991912842,8.88833332061768,28.7040004730225,15.1639995574951,1416,11.577691078186,328,127
"Diaphorina citri",-3.89583333333333,135.3125,21.75950050354,8.07033348083496,26.7439994812012,21.6513328552246,3330,10.56711769104,824,1105
"Diaphorina citri",0.145833333333343,110.145833333333,26.6963329315186,8.33333301544189,31.5920009613037,26.9846668243408,2997,23.8320217132568,927,41
"Diaphorina citri",15.5625,34.0625,28.4988327026367,17.0990009307861,41.3440017700195,24.9946670532227,189,150.240966796875,0,465
"Diaphorina citri",-11.8125,-58.4375,24.9013328552246,13.0299997329712,33.3639984130859,23.8913326263428,1968,78.0490875244141,69,284
"Diaphorina citri",41.4791666666667,-100.854166666667,9.1133337020874,15.699333190918,31.3880004882812,-3.2039999961853,510,68.5567855834961,31,975
"Diaphorina citri",6.85416666666667,23.1875,24.1461658477783,12.8056669235229,33.6759986877441,23.4419994354248,1406,78.5958862304688,39,695
"Diaphorina citri",31.1875,20.5208333333333,20.2100009918213,11.6280002593994,32.7159996032715,26.335334777832,145,121.091011047363,106,66
"Diaphorina citri",19.6458333333333,7.85416666666666,27.2765007019043,14.1829996109009,40.9080009460449,19.8980007171631,38,103.270164489746,0,590
"Diaphorina citri",18.2708333333333,43.5208333333333,22.8974990844727,13.9629993438721,35.3160018920898,22.6773338317871,174,100.683502197266,21,1858
"Diaphorina citri",14.7291666666667,44.3541666666667,18.7350006103516,13.7819995880127,29.3759994506836,14.8446664810181,350,72.2515563964844,26,2324
"Diaphorina citri",5.3125,36.8541666666667,21.4298324584961,12.146333694458,30.3320007324219,22.5633335113525,928,42.1481704711914,197,1565
"Diaphorina citri",57.9375,36.5208333333333,3.54099988937378,8.53933334350586,22.1800003051758,-7.62200021743774,588,35.3681945800781,98,137
"Diaphorina citri",-11.6875,-64.3125,25.8778324127197,11.0443334579468,32.8680000305176,25.0826663970947,1594,65.5143432617188,120,218
"Diaphorina citri",44.0208333333333,-100.0625,8.29083347320557,14.341667175293,31.6840000152588,-6.10599994659424,473,62.4819297790527,31,575
"Diaphorina citri",-10.3958333333333,-42.4375,26.0821666717529,14.0629997253418,34.7159996032715,24.5826663970947,660,93.3211441040039,2,405
"Diaphorina citri",32.6041666666667,12.3125,20.1218338012695,10.8889999389648,33.6959991455078,26.9680004119873,170,85.9598388671875,90,66
"Diaphorina citri",-13.6041666666667,133.4375,26.130500793457,12.6343336105347,36.3279991149902,22.1506671905518,1179,111.748497009277,8,369
"Diaphorina citri",-15.1875,33.1458333333333,25.5233345031738,14.4380006790161,37.9160003662109,23.5766658782959,820,113.229438781738,16,501
"Diaphorina citri",-3.3125,-53.4375,25.7061672210693,9.14900016784668,31.576000213623,26.3186664581299,1651,67.1900863647461,743,115
"Diaphorina citri",16.8958333333333,15.5208333333333,27.7748336791992,15.4803323745728,40.9599990844727,22.7473335266113,60,144.425018310547,0,273
"Diaphorina citri",28.3125,117.354166666667,18.5231666564941,8.37766647338867,33.8600006103516,14.5206661224365,1778,61.9739074707031,248,57
"Diaphorina citri",28.3125,-97.6041666666667,21.4586658477783,11.8673334121704,34.7280006408691,14.9939994812012,848,38.2980270385742,139,43
"Diaphorina citri",-16.4375,39.8125,26.038667678833,9.17266750335693,32.8440017700195,24.6386661529541,996,89.1232299804688,86,7
"Diaphorina citri",7.5625,17.8541666666667,25.970666885376,13.0620002746582,36.1360015869141,24.9559993743896,1200,97.8810501098633,11,415
"Diaphorina citri",2.27083333333334,103.8125,26.3578338623047,7.35166692733765,31.3279991149902,26.8959999084473,2847,45.112419128418,1031,47
"Diaphorina citri",49.7291666666667,25.1041666666667,6.3968334197998,8.4796667098999,21.1599998474121,-2.93333315849304,685,37.993522644043,123,370
"Diaphorina citri",13.7291666666667,101.020833333333,28.0218334197998,8.55433464050293,34.5999984741211,26.2819995880127,1233,80.9911041259766,51,4
"Diaphorina citri",30.9375,2.35416666666666,21.6761665344238,14.8043336868286,41.8199996948242,32.9993324279785,35,44.1667022705078,9,505
"Diaphorina citri",26.4791666666667,-103.770833333333,20.2198333740234,17.7709999084473,35.6319999694824,17.7813339233398,234,80.5448989868164,21,1137
"Diaphorina citri",-7.5625,36.2291666666667,23.2886657714844,9.28999996185303,30.3360004425049,21.6133327484131,1000,92.6576538085938,24,790
"Diaphorina citri",19.5625,-14.9375,27.9586658477783,13.9539995193481,39.2639999389648,23.6520004272461,51,134.472564697266,2,67
"Diaphorina citri",48.3125,74.2291666666667,2.28533339500427,12.46399974823,26.6879997253418,-13.0833330154419,244,32.4349212646484,44,940
"Diaphorina citri",-20.8958333333333,-51.7708333333333,23.1891670227051,11.4629993438721,30.6720008850098,19.9833335876465,1193,58.5245056152344,123,341
"Diaphorina citri",25.9791666666667,-104.229166666667,19.0965003967285,17.5156669616699,33.0279998779297,17.308666229248,295,95.0094985961914,18,1546
"Diaphorina citri",17.5208333333333,120.479166666667,26.1371669769287,8.16633319854736,32.3600006103516,24.8253326416016,2709,107.60587310791,39,254
"Diaphorina citri",26.6041666666667,-8.1875,24.3751659393311,14.3289995193481,42.931999206543,26.8659992218018,24,69.6310653686523,5,396
"Diaphorina citri",-21.0625,-44.1875,19.4223327636719,11.8120002746582,27.5240001678467,16.5,1447,82.6035995483398,46,975
"Diaphorina citri",28.7291666666667,95.7291666666666,9.2388334274292,10.0970001220703,20.3320007324219,3.39266657829285,1167,85.4511489868164,40,2782
"Diaphorina citri",50.6041666666667,17.8958333333333,8.73900032043457,8.46599960327148,23.6119995117188,0.797333359718323,616,39.3238525390625,99,172
"Diaphorina citri",51.9791666666667,22.3958333333333,7.59183311462402,8.41100025177002,23.5520000457764,-1.3253333568573,524,39.1204261779785,83,161
"Diaphorina citri",15.8541666666667,-8.0625,29.138500213623,15.3450002670288,42.507999420166,24.076000213623,277,136.829147338867,1,247
"Diaphorina citri",6.72916666666667,25.6458333333333,25.3503341674805,12.9280004501343,35.6040000915527,25.4273338317871,1399,79.4867095947266,679,652
"Diaphorina citri",-4.1875,33.3125,23.1814994812012,11.9776659011841,31.9479999542236,22.0273323059082,825,87.3239593505859,40,1210
"Diaphorina citri",0.979166666666671,116.895833333333,27.7171669006348,8.97766590118408,32.6319999694824,27.7333335876465,2516,16.5370979309082,610,39
"Diaphorina citri",50.4791666666667,22.2291666666667,8.09633350372314,8.4379997253418,23.4839992523193,-0.49933335185051,555,41.2969665527344,81,156
"Diaphorina citri",46.7291666666667,5.97916666666666,8.46350002288818,8.34099960327148,22.4080009460449,4.23000001907349,1265,9.8756856918335,319,685
"Diaphorina citri",50.0625,75.5625,2.28266668319702,12.0959997177124,26.3039989471436,-12.4466667175293,291,47.3481559753418,40,673
"Diaphorina citri",12.6041666666667,-5.97916666666669,27.4006671905518,14,38.8920021057129,24.720666885376,814,121.830642700195,3,355
"Diaphorina citri",21.8958333333333,36.8958333333333,26.5874996185303,10.9250001907349,38.4000015258789,31.5833339691162,29,136.403106689453,6,1
"Diaphorina citri",-2.0625,110.979166666667,27.0428333282471,8.01700019836426,31.5920009613037,26.945333480835,2858,23.3104381561279,867,39
"Diaphorina citri",48.9375,7.89583333333331,9.89750003814697,8.86699962615967,24.4120006561279,3.2226665019989,788,17.190113067627,178,168
"Diaphorina citri",45.1875,0.729166666666657,12.7484998703003,9.33500003814697,26.2040004730225,19.6513328552246,951,18.0978088378906,269,135
"Diaphorina citri",-7.77083333333333,24.8125,22.6534996032715,11.7743330001831,30.1560001373291,22.0839996337891,1371,75.3824844360352,25,995
"Diaphorina citri",-15.9375,-58.4375,26.2918338775635,12.7403326034546,34.1879997253418,23.8780002593994,1476,69.3548355102539,84,167
"Diaphorina citri",17.0625,14.7291666666667,27.2590007781982,15.5866670608521,40.7760009765625,21.9740009307861,58,147.256927490234,0,364
"Diaphorina citri",52.0625,61.8541666666667,2.71399998664856,10.8760004043579,26.9680004119873,-13.3986663818359,308,34.8617401123047,55,253
"Diaphorina citri",15.8958333333333,35.2708333333333,29.4811668395996,16.8929996490479,42.5,25.8500003814697,146,152.890884399414,0,417
"Diaphorina citri",7.3125,40.9791666666667,19.7001667022705,13.0856666564941,27.7800006866455,19.03733253479,917,72.7237014770508,68,1639
"Diaphorina citri",8.02083333333334,44.8541666666667,25.1521663665771,12.8596658706665,33,23.5266666412354,322,107.160232543945,26,854
"Diaphorina citri",26.2708333333333,13.7291666666667,22.6941661834717,15.1549997329712,39,30.8306655883789,12,42.6401443481445,5,465
"Diaphorina citri",-29.7708333333333,-60.8958333333333,19.4009990692139,12.6799993515015,32.4879989624023,13.5839996337891,971,52.8164520263672,83,59
"Diaphorina citri",23.4375,32.6458333333333,26.0098323822021,13.7129993438721,40.6279983520508,18.4446659088135,0,0,0,185
"Diaphorina citri",1.8125,36.7291666666667,21.5283336639404,12.8620004653931,29.3920001983643,20.7526664733887,456,69.6310653686523,50,1210
"Diaphorina citri",26.8958333333333,5.22916666666666,24.1888332366943,14.936333656311,42.5120010375977,32.3286666870117,23,39.9257202148438,10,612
"Diaphorina citri",44.9375,16.3125,10.962833404541,10.114333152771,26.7240009307861,3.21199989318848,1121,13.4537696838379,240,245
"Diaphorina citri",-2.77083333333333,113.145833333333,26.9543323516846,8.38266754150391,31.7000007629395,26.8286666870117,2452,29.5183582305908,747,28
"Diaphorina citri",4.39583333333334,15.1458333333333,24.1785011291504,10.83899974823,31.9759998321533,24.3726673126221,1516,61.3930778503418,580,625
"Diaphorina citri",53.8958333333333,12.7291666666667,8.22049999237061,7.60500001907349,22.1960010528564,3.32933330535889,599,22.4626770019531,130,40
"Diaphorina citri",8.85416666666667,46.4375,24.746000289917,12.0260000228882,32.5400009155273,22.3773326873779,170,113.431449890137,12,763
"Diaphorina citri",9.5625,8.64583333333331,22.8768329620361,11.0983333587646,31.7600002288818,21.8619995117188,1376,99.9320678710938,825,1026
"Diaphorina citri",33.4375,-94.1875,17.1861667633057,12.3410005569458,33.5279998779297,26.2506675720215,1188,15.6088552474976,266,110
"Diaphorina citri",-3.97916666666666,105.354166666667,26.7896671295166,8.3266658782959,32.0519981384277,26.8673324584961,2587,45.884220123291,987,29
"Diaphorina citri",42.3958333333333,-114.979166666667,8.89833354949951,16.0139999389648,31.7639999389648,19.4146671295166,253,29.5656108856201,70,1363
"Diaphorina citri",7.5625,-7.10416666666669,25.2950000762939,12.3233337402344,34.4480018615723,24.9453315734863,1316,68.5961074829102,606,295
"Diaphorina citri",-5.4375,20.6458333333333,24.3698329925537,10.6883335113525,30.568000793457,23.8719997406006,1577,56.5321578979492,71,625
"Diaphorina citri",36.8541666666667,-109.354166666667,11.6798334121704,15.664999961853,33.5320014953613,15.5226669311523,251,31.8179512023926,63,1741
"Diaphorina citri",-23.9791666666667,-58.4375,23.5791664123535,12.9143333435059,34.5480003356934,20.181999206543,1010,42.1150970458984,111,94
"Diaphorina citri",-15.3125,-43.4375,24.242166519165,11.9069995880127,31.9559993743896,22.3520011901855,789,96.0483856201172,6,491
"Diaphorina citri",17.0625,45.6875,27.5146675109863,13.0686664581299,40.6199989318848,27.2019996643066,72,123.041236877441,11,936
"Diaphorina citri",33.3958333333333,-102.8125,14.7223329544067,17.3880004882812,33.2200012207031,4.73799991607666,453,64.6532287597656,39,1143
"Diaphorina citri",22.7291666666667,72.7708333333333,26.8271656036377,13.2709999084473,40.5559997558594,26.2706661224365,799,151.993759155273,6,28
"Diaphorina citri",53.1458333333333,68.2708333333333,1.97800004482269,10.4333333969116,25.7159996032715,-13.2953329086304,325,49.2106857299805,49,316
"Diaphorina citri",-8.5625,115.3125,26.478666305542,7.34199953079224,30.9559993743896,25.4946670532227,1856,45.9093856811523,276,99
"Diaphorina citri",13.1875,-3.39583333333334,27.8773326873779,13.0673332214355,38.8240013122559,25.1046657562256,646,128.43603515625,2,257
"Diaphorina citri",27.0625,5.5625,24.2080001831055,16.1086654663086,43.015998840332,32.3553314208984,22,42.1205749511719,10,517
"Diaphorina citri",0.6875,14.0625,23.6469993591309,10.5159997940063,30.3239994049072,22.474666595459,1686,53.6692314147949,156,539
"Diaphorina citri",6.77083333333334,7.6875,26.6021671295166,9.19766616821289,34.023998260498,27.0086669921875,1606,77.0783233642578,718,174
"Diaphorina citri",20.9375,46.1875,28.0949993133545,14.6426658630371,43.8240013122559,36.0906677246094,90,123.236221313477,19,674
"Diaphorina citri",-8.39583333333333,-39.0625,24.478666305542,10.6066665649414,32.2519989013672,23.8920001983643,516,100.089179992676,30,386
"Diaphorina citri",40.3958333333333,-119.6875,10.9433336257935,17.1946659088135,33.9560012817383,21.5486679077148,233,42.5694007873535,89,1210
"Diaphorina citri",28.4791666666667,60.8541666666667,18.6040000915527,15.9946670532227,36.560001373291,23.1626663208008,88,85.3655242919922,49,1688
"Diaphorina citri",9.8125,5.77083333333331,27.0093326568604,11.296667098999,36.7680015563965,27.0299987792969,1186,101.256332397461,707,228
"Diaphorina citri",-11.4791666666667,133.4375,27.5420455932617,6.76439380645752,33.1272735595703,25.5590915679932,1239,109.680282592773,8,19
"Diaphorina citri",0.520833333333343,103.145833333333,26.3138885498047,7.47222232818604,30.8555545806885,26.5629634857178,2195,21.2849006652832,665,13
"Diaphorina citri",31.1041666666667,-116.229166666667,16.3958339691162,14.3796663284302,28.3439998626709,18.1633338928223,267,92.9764175415039,149,118
"Diaphorina citri",19.6041666666667,7.77083333333331,27.6871662139893,13.9016666412354,41.0880012512207,20.3653335571289,36,106.066017150879,0,560
"Diaphorina citri",18.3541666666667,-9.39583333333334,29.9108333587646,14.9356660842896,43.4160003662109,24.4459991455078,59,126.572631835938,0,201
"Diaphorina citri",-31.8541666666667,-64.3125,16.7590007781982,13.5199995040894,29.5279998779297,10.6113328933716,744,67.448860168457,37,501
"Diaphorina citri",44.3541666666667,16.6458333333333,6.29300022125244,8.79333305358887,20.6800003051758,-1.15799999237061,1187,18.3429012298584,273,1102
"Diaphorina citri",19.6875,50.4375,28.8199996948242,12.6493330001831,42.2080001831055,32.6386642456055,56,101.048294067383,17,261
"Diaphorina citri",23.8958333333333,45.1458333333333,25.9131660461426,14.5216665267944,42.7719993591309,34.6126670837402,140,106.363861083984,34,923
"Diaphorina citri",14.2291666666667,23.9375,24.7608337402344,17.7736663818359,37.7719993591309,21.4733333587646,296,168.303604125977,0,959
"Diaphorina citri",-11.9791666666667,-46.2291666666667,23.4751663208008,12.9989995956421,32.7919998168945,22.8419990539551,1405,88.0367126464844,33,837
"Diaphorina citri",56.0625,68.3958333333333,1.09833323955536,9.8886661529541,23.8079986572266,-13.7720003128052,408,51.6158218383789,56,133
"Diaphorina citri",55.1458333333333,62.3541666666667,2.52533340454102,9.62666606903076,24.6040000915527,-11.4126663208008,407,53.139045715332,58,172
"Diaphorina citri",33.6458333333333,7.85416666666666,22.3386669158936,14.0166664123535,41.1160011291504,32.242000579834,70,47.8627624511719,23,27
"Diaphorina citri",-13.8125,-66.1041666666667,26.1968326568604,10.8330001831055,33.3040008544922,24.5020008087158,1702,60.0201530456543,159,156
